keyword,count,matched_groups,primary_group
bank_employee,15,economy_finance_crisis,economy_finance_crisis
state_visit,15,institutions_elections_law,institutions_elections_law
second_world_war,15,war_security_intel,war_security_intel
political_propaganda,15,institutions_elections_law,institutions_elections_law
german_army,15,war_security_intel,war_security_intel
jury_trial,14,institutions_elections_law,institutions_elections_law
miners_strike,14,labor_collective_action,labor_collective_action
police_department,14,migration_police_civilrights,migration_police_civilrights
senate,14,institutions_elections_law,institutions_elections_law
class_warfare,14,inequality_corruption_elites,inequality_corruption_elites
good_cop_bad_cop,14,migration_police_civilrights,migration_police_civilrights
bank_teller,14,economy_finance_crisis,economy_finance_crisis
nuclear_submarine,14,war_security_intel,war_security_intel
political_debate,14,institutions_elections_law,institutions_elections_law
iranian_revolution,14,labor_collective_action,labor_collective_action
postal_worker,14,labor_collective_action,labor_collective_action
wild_party,14,institutions_elections_law,institutions_elections_law
military_life,14,war_security_intel,war_security_intel
french_army,14,war_security_intel,war_security_intel
street_war,14,war_security_intel,war_security_intel
u.s._secret_service_agent,14,war_security_intel,war_security_intel
global_politics,14,institutions_elections_law,institutions_elections_law
police_vigilantism,14,migration_police_civilrights,migration_police_civilrights
industrial_revolution,14,labor_collective_action,labor_collective_action
creative_crisis,14,economy_finance_crisis,economy_finance_crisis
naval_battle,14,war_security_intel,war_security_intel
salvation_army,14,war_security_intel,war_security_intel
eco_terrorism,14,war_security_intel,war_security_intel
continuation_war,14,war_security_intel,war_security_intel
us_republican_party,14,institutions_elections_law,institutions_elections_law
inflation,14,economy_finance_crisis,economy_finance_crisis
german-german_border,14,migration_police_civilrights,migration_police_civilrights
office_worker,14,labor_collective_action,labor_collective_action
russian_soldier,14,war_security_intel,war_security_intel
battle_of_britain,14,war_security_intel,war_security_intel
canadian_army,14,war_security_intel,war_security_intel
law_and_ethics,14,institutions_elections_law,institutions_elections_law
latin_american_immigration,14,migration_police_civilrights,migration_police_civilrights
social_politics,14,institutions_elections_law,institutions_elections_law
communism_crimes,14,inequality_corruption_elites,inequality_corruption_elites
wounded_soldier,14,war_security_intel,war_security_intel
u.s._congress,14,institutions_elections_law,institutions_elections_law
vichy_regime,14,institutions_elections_law,institutions_elections_law
capitalist,14,inequality_corruption_elites,inequality_corruption_elites
systemic_corruption,14,inequality_corruption_elites,inequality_corruption_elites
gallipoli_campaign,13,institutions_elections_law,institutions_elections_law
narcotics_cop,13,migration_police_civilrights,migration_police_civilrights
slave_labor,13,labor_collective_action,labor_collective_action
surveillance_state,13,institutions_elections_law;war_security_intel;migration_police_civilrights,war_security_intel
law_school,13,institutions_elections_law,institutions_elections_law
political_conflict,13,institutions_elections_law,institutions_elections_law
police_everyday_life,13,migration_police_civilrights,migration_police_civilrights
army_life,13,war_security_intel,war_security_intel
civil_war_veteran,13,war_security_intel,war_security_intel
women_in_the_military,13,war_security_intel,war_security_intel
postpartum_depression,13,economy_finance_crisis,economy_finance_crisis
investment,13,economy_finance_crisis,economy_finance_crisis
search_party,13,institutions_elections_law,institutions_elections_law
arbitrary_law,13,institutions_elections_law,institutions_elections_law
space_police,13,migration_police_civilrights,migration_police_civilrights
steel_worker,13,labor_collective_action,labor_collective_action
french_racism,13,migration_police_civilrights,migration_police_civilrights
credit_card,13,economy_finance_crisis,economy_finance_crisis
poverty_row,13,inequality_corruption_elites,inequality_corruption_elites
anti-globalisation_activist,13,labor_collective_action,labor_collective_action
criminal_trial,13,institutions_elections_law,institutions_elections_law
hyper_battle_video,13,war_security_intel,war_security_intel
local_politics,13,institutions_elections_law,institutions_elections_law
italian_politics,13,institutions_elections_law,institutions_elections_law
election_fraud,13,institutions_elections_law;inequality_corruption_elites,institutions_elections_law
guerilla_army,13,war_security_intel,war_security_intel
workers,13,labor_collective_action,labor_collective_action
immigrant_life,13,migration_police_civilrights,migration_police_civilrights
migrant_farmworker,12,migration_police_civilrights,migration_police_civilrights
nazi_invasion,12,war_security_intel,war_security_intel
prison_release,12,migration_police_civilrights,migration_police_civilrights
political_correctness,12,institutions_elections_law,institutions_elections_law
crooked_cop,12,migration_police_civilrights,migration_police_civilrights
police_surveillance,12,war_security_intel;migration_police_civilrights,war_security_intel
racist_stereotype,12,migration_police_civilrights,migration_police_civilrights
personal_crisis,12,economy_finance_crisis,economy_finance_crisis
tax_inspector,12,economy_finance_crisis,economy_finance_crisis
big_corporation,12,inequality_corruption_elites,inequality_corruption_elites
advertising_campaign,12,institutions_elections_law,institutions_elections_law
bank_manager,12,economy_finance_crisis,economy_finance_crisis
nuclear_disaster,12,war_security_intel,war_security_intel
financial_transactions,12,economy_finance_crisis,economy_finance_crisis
social_democracy,12,institutions_elections_law,institutions_elections_law
secret_government_organization,12,institutions_elections_law,institutions_elections_law
nuclear_accidents,12,war_security_intel,war_security_intel
prison_reform,12,migration_police_civilrights,migration_police_civilrights
italian_occupation,12,war_security_intel,war_security_intel
soviet_spy,12,war_security_intel,war_security_intel
post_soviet_union,12,labor_collective_action,labor_collective_action
police_headquarter,12,migration_police_civilrights,migration_police_civilrights
gender_discrimination,12,migration_police_civilrights,migration_police_civilrights
war_widow,12,war_security_intel,war_security_intel
army_base,12,war_security_intel,war_security_intel
anti_terror,12,war_security_intel,war_security_intel
bank_vault,11,economy_finance_crisis,economy_finance_crisis
military_court,11,institutions_elections_law;war_security_intel,war_security_intel
state_of_emergency,11,institutions_elections_law,institutions_elections_law
one_woman_army,11,war_security_intel,war_security_intel
mayoral_campaign,11,institutions_elections_law,institutions_elections_law
british_intelligence,11,war_security_intel,war_security_intel
cops_and_robbers,11,migration_police_civilrights,migration_police_civilrights
corporate_conspiracy,11,inequality_corruption_elites,inequality_corruption_elites
empire_state_building,11,institutions_elections_law,institutions_elections_law
police_training,11,migration_police_civilrights,migration_police_civilrights
war_dog,11,war_security_intel,war_security_intel
tea_party,11,institutions_elections_law,institutions_elections_law
corrupt_judge,11,institutions_elections_law,institutions_elections_law
law_firm,11,institutions_elections_law,institutions_elections_law
iran-iraq_war,11,war_security_intel,war_security_intel
nuclear_scientist,11,war_security_intel,war_security_intel
human_rights_protest,11,labor_collective_action;migration_police_civilrights,migration_police_civilrights
european_refugee_crisis,11,economy_finance_crisis;migration_police_civilrights,economy_finance_crisis
battle_for_power,11,war_security_intel,war_security_intel
political_incompetence,11,institutions_elections_law,institutions_elections_law
island_prison,11,migration_police_civilrights,migration_police_civilrights
maverick_cop,11,migration_police_civilrights,migration_police_civilrights
west_bank_(cisjordan),11,economy_finance_crisis,economy_finance_crisis
english_civil_war,11,war_security_intel,war_security_intel
nuclear_reactor,11,war_security_intel,war_security_intel
rap_battle,11,war_security_intel,war_security_intel
member_of_parliament,11,institutions_elections_law,institutions_elections_law
bank_robbery_attempt,11,economy_finance_crisis,economy_finance_crisis
big_business,11,inequality_corruption_elites,inequality_corruption_elites
post_war_life,11,war_security_intel,war_security_intel
war_of_1812,11,war_security_intel,war_security_intel
traffic_cop,11,migration_police_civilrights,migration_police_civilrights
indochina_war,11,war_security_intel,war_security_intel
popular_uprising,11,labor_collective_action,labor_collective_action
war_bride,11,war_security_intel,war_security_intel
mine_worker,11,labor_collective_action,labor_collective_action
financial,11,economy_finance_crisis,economy_finance_crisis
russian_civil_war_(1918-21),11,war_security_intel,war_security_intel
boer_war,11,war_security_intel,war_security_intel
war_child,11,war_security_intel,war_security_intel
spiritual_crisis,11,economy_finance_crisis,economy_finance_crisis
identity_politics,11,institutions_elections_law,institutions_elections_law
prison_system,11,migration_police_civilrights,migration_police_civilrights
democratic_party,11,institutions_elections_law,institutions_elections_law
depression_era,10,economy_finance_crisis,economy_finance_crisis
federal_government,10,institutions_elections_law,institutions_elections_law
los_angeles_riots,10,labor_collective_action,labor_collective_action
casualty_of_war,10,war_security_intel,war_security_intel
witch_trial,10,institutions_elections_law,institutions_elections_law
cuban_missile_crisis,10,war_security_intel;economy_finance_crisis,economy_finance_crisis
military_operation,10,war_security_intel,war_security_intel
marital_crisis,10,economy_finance_crisis,economy_finance_crisis
robot_cop,10,migration_police_civilrights,migration_police_civilrights
prison_fight,10,migration_police_civilrights,migration_police_civilrights
police_force,10,migration_police_civilrights,migration_police_civilrights
border_guard,10,migration_police_civilrights,migration_police_civilrights
bank_clerk,10,economy_finance_crisis,economy_finance_crisis
nuclear_accident,10,war_security_intel,war_security_intel
military_working_dogs,10,war_security_intel,war_security_intel
japanese_soldier,10,war_security_intel,war_security_intel
adolf_eichmann's_trial,10,institutions_elections_law,institutions_elections_law
toy_soldier,10,war_security_intel,war_security_intel
financial_fraud,10,economy_finance_crisis;inequality_corruption_elites,economy_finance_crisis
vice_president,10,institutions_elections_law,institutions_elections_law
republican_party,10,institutions_elections_law,institutions_elections_law
children_on_war,10,war_security_intel,war_security_intel
stonewall_riot,10,labor_collective_action,labor_collective_action
female_revolution,10,labor_collective_action,labor_collective_action
afghan-soviet_war_(1979-89),10,war_security_intel,war_security_intel
afghanistan_veteran,10,war_security_intel,war_security_intel
class_discrimination,10,migration_police_civilrights,migration_police_civilrights
asian_racism,10,migration_police_civilrights,migration_police_civilrights
land_war,10,war_security_intel,war_security_intel
ukrainian_revolution,10,labor_collective_action,labor_collective_action
warsaw_uprising,10,labor_collective_action,labor_collective_action
political_rally,10,institutions_elections_law,institutions_elections_law
sexual_politics,10,institutions_elections_law,institutions_elections_law
political_allegory,10,institutions_elections_law,institutions_elections_law
privatization,10,economy_finance_crisis,economy_finance_crisis
french_immigration,10,migration_police_civilrights,migration_police_civilrights
louisiana_state_penitentiary,10,institutions_elections_law,institutions_elections_law
war_in_europe,10,war_security_intel,war_security_intel
war_orphan,10,war_security_intel,war_security_intel
italian_immigration,10,migration_police_civilrights,migration_police_civilrights
rural_poverty,10,inequality_corruption_elites,inequality_corruption_elites
anti_war_protest,9,war_security_intel;labor_collective_action,war_security_intel
intelligence_agent,9,war_security_intel,war_security_intel
two_man_army,9,war_security_intel,war_security_intel
cyber_terrorism,9,war_security_intel,war_security_intel
mexican_american_border,9,migration_police_civilrights,migration_police_civilrights
impersonating_a_police_officer,9,migration_police_civilrights,migration_police_civilrights
soldier_of_fortune,9,war_security_intel,war_security_intel
tank_battle,9,war_security_intel,war_security_intel
party_girl,9,institutions_elections_law,institutions_elections_law
corporate_crime,9,inequality_corruption_elites,inequality_corruption_elites
liberation_of_hostage,9,war_security_intel,war_security_intel
foreign_occupation,9,war_security_intel,war_security_intel
terror_cell,9,war_security_intel,war_security_intel
sperm_bank,9,economy_finance_crisis,economy_finance_crisis
running_from_police,9,migration_police_civilrights,migration_police_civilrights
war_buddies,9,war_security_intel,war_security_intel
police_commissioner,9,migration_police_civilrights,migration_police_civilrights
police_stakeout,9,migration_police_civilrights,migration_police_civilrights
institutional_discrimination,9,migration_police_civilrights,migration_police_civilrights
military_airplane,9,war_security_intel,war_security_intel
health_crisis,9,economy_finance_crisis,economy_finance_crisis
communist_espionage,9,war_security_intel;inequality_corruption_elites,war_security_intel
racist_remark,9,migration_police_civilrights,migration_police_civilrights
battle_of_the_bands,9,war_security_intel,war_security_intel
army_training,9,war_security_intel,war_security_intel
prison_rape,9,migration_police_civilrights,migration_police_civilrights
government_secrets,9,institutions_elections_law,institutions_elections_law
spy_hero,9,war_security_intel,war_security_intel
phone_terror,9,war_security_intel,war_security_intel
financial_scandal,9,economy_finance_crisis;inequality_corruption_elites,economy_finance_crisis
military_draft,9,war_security_intel,war_security_intel
military_weapons,9,war_security_intel,war_security_intel
hundred_years'_war,9,war_security_intel,war_security_intel
honest_cop,9,migration_police_civilrights,migration_police_civilrights
finnish_winter_war,9,war_security_intel,war_security_intel
police_drama,9,migration_police_civilrights,migration_police_civilrights
financial_ruin,9,economy_finance_crisis,economy_finance_crisis
undocumented_worker,9,labor_collective_action,labor_collective_action
internet_surveillance,9,war_security_intel,war_security_intel
lebanese_civil_war,9,war_security_intel,war_security_intel
spanish–american_war,9,war_security_intel,war_security_intel
crooked_judge,9,institutions_elections_law,institutions_elections_law
mock_trial,9,institutions_elections_law,institutions_elections_law
political_prisoners,9,institutions_elections_law,institutions_elections_law
vice_cop,9,migration_police_civilrights,migration_police_civilrights
hamas_terrorist_group,9,war_security_intel,war_security_intel
military_parade,9,war_security_intel,war_security_intel
vietnamese_refugees,9,migration_police_civilrights,migration_police_civilrights
irish_immigrant,9,migration_police_civilrights,migration_police_civilrights
women_workers,9,labor_collective_action,labor_collective_action
police_women,9,migration_police_civilrights,migration_police_civilrights
war_of_the_roses,9,war_security_intel,war_security_intel
china_civil_war,9,war_security_intel,war_security_intel
labour,9,labor_collective_action,labor_collective_action
quarter_life_crisis,9,economy_finance_crisis,economy_finance_crisis
terror_brasileiro,9,war_security_intel,war_security_intel
british_government,9,institutions_elections_law,institutions_elections_law
railroad_worker,9,labor_collective_action,labor_collective_action
corporate_take_over,8,inequality_corruption_elites,inequality_corruption_elites
legal_guardian,8,institutions_elections_law,institutions_elections_law
market_economy,8,economy_finance_crisis,economy_finance_crisis
retired_army_man,8,war_security_intel,war_security_intel
french_and_indian_war,8,war_security_intel,war_security_intel
war_on_freedom,8,war_security_intel,war_security_intel
domestic_worker,8,labor_collective_action,labor_collective_action
credit_card_fraud,8,economy_finance_crisis;inequality_corruption_elites,economy_finance_crisis
terracotta_army,8,war_security_intel,war_security_intel
terrorist_threat,8,war_security_intel,war_security_intel
korean_war_veteran,8,war_security_intel,war_security_intel
national_socialist_party,8,institutions_elections_law;inequality_corruption_elites,institutions_elections_law
prisoner_of_war_camp,8,war_security_intel,war_security_intel
battle_assignment,8,war_security_intel,war_security_intel
investment_banker,8,economy_finance_crisis,economy_finance_crisis
border_control,8,migration_police_civilrights,migration_police_civilrights
authoritarian_regime,8,institutions_elections_law,institutions_elections_law
socialite_party,8,institutions_elections_law,institutions_elections_law
hedge_fund,8,economy_finance_crisis,economy_finance_crisis
war_drama,8,war_security_intel,war_security_intel
military_uniform,8,war_security_intel,war_security_intel
turkish_army,8,war_security_intel,war_security_intel
military_outpost,8,war_security_intel,war_security_intel
islamic_terrorism,8,war_security_intel,war_security_intel
murder_of_a_police_officer,8,migration_police_civilrights,migration_police_civilrights
crisis_of_conscience,8,economy_finance_crisis,economy_finance_crisis
military_unit,8,war_security_intel,war_security_intel
labor_camp,8,labor_collective_action,labor_collective_action
pajama_party,8,institutions_elections_law,institutions_elections_law
government_witch_hunt,8,institutions_elections_law,institutions_elections_law
trial_witness,8,institutions_elections_law,institutions_elections_law
environmental_crisis,8,economy_finance_crisis,economy_finance_crisis
masquerade_party,8,institutions_elections_law,institutions_elections_law
canadian_politics,8,institutions_elections_law,institutions_elections_law
prison_break_attempt,8,migration_police_civilrights,migration_police_civilrights
dance_party,8,institutions_elections_law,institutions_elections_law
reign_of_terror,8,war_security_intel,war_security_intel
india_pakistan_war,8,war_security_intel,war_security_intel
unemployment_benefits,8,economy_finance_crisis,economy_finance_crisis
border_town,8,migration_police_civilrights,migration_police_civilrights
military_hospital,8,war_security_intel,war_security_intel
caste_politics,8,institutions_elections_law,institutions_elections_law
investing,8,economy_finance_crisis,economy_finance_crisis
chinese_invasion_of_korea,8,war_security_intel,war_security_intel
labor_organizer,8,labor_collective_action,labor_collective_action
conservative_party,8,institutions_elections_law,institutions_elections_law
forced_labor,8,labor_collective_action,labor_collective_action
manic_depression,8,economy_finance_crisis,economy_finance_crisis
algerian_civil_war_(1991-2002),8,war_security_intel,war_security_intel
citizenship,8,migration_police_civilrights,migration_police_civilrights
hard_labor,8,labor_collective_action,labor_collective_action
police_pursuit,8,migration_police_civilrights,migration_police_civilrights
russian_oligarch,8,inequality_corruption_elites,inequality_corruption_elites
political_struggle,8,institutions_elections_law,institutions_elections_law
guest_worker,8,labor_collective_action,labor_collective_action
nuclear_warfare,8,war_security_intel,war_security_intel
30_years'_war,8,war_security_intel,war_security_intel
gig_economy,8,economy_finance_crisis,economy_finance_crisis
war_against_fascism,8,war_security_intel,war_security_intel
big_budget,8,economy_finance_crisis,economy_finance_crisis
ukrainian_insurgent_army,8,war_security_intel,war_security_intel
political_drama,8,institutions_elections_law,institutions_elections_law
indian_politics,8,institutions_elections_law,institutions_elections_law
mass_surveillance,8,war_security_intel,war_security_intel
horrors_of_war,8,war_security_intel,war_security_intel
