keyword,count,matched_groups
war_against_fascism,8,war_security_intel
prison_break_attempt,8,migration_police_civilrights
mass_surveillance,8,war_security_intel
big_budget,8,economy_finance_crisis
ukrainian_insurgent_army,8,war_security_intel
political_drama,8,institutions_elections_law
indian_politics,8,institutions_elections_law
canadian_politics,8,institutions_elections_law
pajama_party,8,institutions_elections_law
nuclear_warfare,8,war_security_intel
conservative_party,8,institutions_elections_law
political_struggle,8,institutions_elections_law
30_years'_war,8,war_security_intel
forced_labor,8,labor_collective_action
islamic_terrorism,8,war_security_intel
environmental_crisis,8,economy_finance_crisis
authoritarian_regime,8,institutions_elections_law
retired_army_man,8,war_security_intel
market_economy,8,economy_finance_crisis
battle_assignment,8,war_security_intel
investment_banker,8,economy_finance_crisis
legal_guardian,8,institutions_elections_law
korean_war_veteran,8,war_security_intel
terrorist_threat,8,war_security_intel
terracotta_army,8,war_security_intel
domestic_worker,8,labor_collective_action
national_socialist_party,8,institutions_elections_law;inequality_corruption_elites
prisoner_of_war_camp,8,war_security_intel
war_on_freedom,8,war_security_intel
french_and_indian_war,8,war_security_intel
credit_card_fraud,8,economy_finance_crisis;inequality_corruption_elites
corporate_take_over,8,inequality_corruption_elites
crisis_of_conscience,8,economy_finance_crisis
military_unit,8,war_security_intel
labor_camp,8,labor_collective_action
murder_of_a_police_officer,8,migration_police_civilrights
trial_witness,8,institutions_elections_law
horrors_of_war,8,war_security_intel
border_control,8,migration_police_civilrights
government_witch_hunt,8,institutions_elections_law
hedge_fund,8,economy_finance_crisis
socialite_party,8,institutions_elections_law
military_outpost,8,war_security_intel
turkish_army,8,war_security_intel
war_drama,8,war_security_intel
military_uniform,8,war_security_intel
gig_economy,8,economy_finance_crisis
